popavg = -26.711111111111112
popstdev = 12.039974570335312
numdata = 675

50%
337, -26.52818991097923, 12.130348212732947
337, -26.172106824925816, 12.393405181807697
337, -25.875370919881306, 12.115512970403232
337, -26.201780415430267, 11.707143439482302
337, -27.01780415430267, 12.490696024096986
337, -26.64688427299703, 11.929687581066801
337, -25.83086053412463, 12.127825505217343
337, -26.498516320474778, 12.273859373133405
337, -27.062314540059347, 12.216116634271826
337, -27.12166172106825, 12.676997541803221

75%
506, -26.847826086956523, 11.394583226018204
506, -27.31225296442688, 12.182299739374399
506, -27.33201581027668, 12.027490032831814
506, -25.780632411067195, 12.285041049673017
506, -26.897233201581027, 11.543752149483288
506, -27.09486166007905, 12.314187858292588
506, -26.58102766798419, 12.366694551162979
506, -26.007905138339922, 12.124679073984916
506, -26.6897233201581, 11.432071812727271
506, -26.511857707509883, 11.788520983724185

100%
675, -26.081481481481482, 12.065286509070281
