popavg = -40.0
popstdev = 4.977628523130841
numdata = 224

50%
112, -40.267857142857146, 4.947911072320504
112, -39.464285714285715, 5.015918537567193
112, -39.955357142857146, 5.153688680479848
112, -39.330357142857146, 4.841023343809254
112, -39.910714285714285, 4.909090640675454
112, -39.330357142857146, 5.153688680479849
112, -40.49107142857143, 5.216723683970424
112, -39.375, 4.869960765462372
112, -39.598214285714285, 4.778037219232114
112, -39.776785714285715, 4.836080580661685

75%
168, -39.732142857142854, 4.701156410782294
168, -39.910714285714285, 5.043655086606642
168, -39.55357142857143, 5.083538944207953
168, -39.910714285714285, 4.893910644316856
168, -40.17857142857143, 4.845618330698645
168, -40.208333333333336, 4.920624919984718
168, -40.05952380952381, 4.8791372931721835
168, -39.583333333333336, 5.300962027094555
168, -40.29761904761905, 5.07979133876102
168, -39.732142857142854, 4.85684741748541

100%
224, -39.910714285714285, 4.931773028443384
