popavg = -30.048661800486617
popstdev = 12.719988940528928
numdata = 411

50%
205, -29.365853658536587, 12.379676692182814
205, -28.48780487804878, 13.109523537358692
205, -28.70731707317073, 13.53990291142016
205, -29.073170731707318, 12.182334759411386
205, -31.29268292682927, 12.402289132605032
205, -30.536585365853657, 11.973746812527711
205, -28.390243902439025, 12.565687016013651
205, -29.536585365853657, 13.081540822529018
205, -29.634146341463413, 12.95349297945647
205, -30.878048780487806, 12.295537802441949

75%
308, -31.25, 11.951437179241275
308, -30.194805194805195, 13.085422603122556
308, -30.34090909090909, 11.365990015994365
308, -31.33116883116883, 11.973214258201294
308, -29.967532467532468, 12.405444359451192
308, -30.81168831168831, 12.405104458654233
308, -30.746753246753247, 13.059335959089177
308, -30.178571428571427, 12.42054991926066
308, -30.211038961038962, 12.550066288893651
308, -29.772727272727273, 12.828044929677617

100%
411, -30.304136253041364, 12.374625061868517
